province_territory,province_territoire,project_name,total_project_capacity_mw,turbine_identifier,turbine_number,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning,latitude,longitude,notes,data_sources,basemap
Ontario,Ontario,Prince Wind Energy Project,189,PWE39,39,39/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.584154615236,-84.534878215188,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE40,40,40/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5846781175991,-84.531614770032,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE41,41,41/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5872515325205,-84.5321637201338,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE42,42,42/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5886495945517,-84.5292923539803,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE43,43,43/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5844106506189,-84.5263510069425,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE44,44,44/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5843173129378,-84.5213268332043,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE45,45,45/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5848707,-84.5120148,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE46,46,46/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5870311288378,-84.5107425702353,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE47,47,47/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.584413133463,-84.5061554494007,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE48,48,48/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.581930369024,-84.5052994178569,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE49,49,49/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5915537184509,-84.5104703509313,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE50,50,50/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5934508444038,-84.5060185577476,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE51,51,51/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5961147111165,-84.5098703267412,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE52,52,52/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5967540181324,-84.5029583709261,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE53,53,53/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.5988901363794,-84.5008755946215,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE54,54,54/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6014687357911,-84.5028300955535,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE55,55,55/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6033691055986,-84.5068453274651,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE56,56,56/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6047552737965,-84.5109227471422,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE57,57,57/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6071673842899,-84.507891535235,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE58,58,58/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6032739949125,-84.4998240553196,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE59,59,59/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6013558609948,-84.4942141168594,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE60,60,60/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6053800437787,-84.4981620194263,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE61,61,61/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6056506678442,-84.4923576714054,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE62,62,62/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6045114855429,-84.4878779324929,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE63,63,63/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6079724774567,-84.486854650829,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE64,64,64/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6113236350911,-84.4902344239727,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE65,65,65/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6116542213208,-84.4832201191502,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE66,66,66/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6085170533517,-84.4780827954341,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE67,67,67/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6136584456157,-84.4797668068451,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE68,68,68/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6159719387577,-84.4792694104158,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE69,69,69/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6175741826178,-84.4772661788469,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE70,70,70/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6202325,-84.4762598,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE71,71,71/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6225156551752,-84.4775406304782,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE72,72,72/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6249492796012,-84.4775109864398,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE73,73,73/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6268782796452,-84.4759061893056,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE74,74,74/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6279232978772,-84.4730940015413,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE75,75,75/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6294352520394,-84.4703416354616,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE76,76,76/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6321669920294,-84.4702089156672,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE77,77,77/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6339658094087,-84.4683698479558,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE78,78,78/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6347375831753,-84.4627399872765,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE79,79,79/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6342664269048,-84.4582109222805,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE80,80,80/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6358529810634,-84.4561478969511,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE81,81,81/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6289739654072,-84.4603376005005,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE82,82,82/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6300671245453,-84.4574292180446,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE83,83,83/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6312188019195,-84.4545998492003,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE84,84,84/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6360864740698,-84.4522685221404,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE85,85,85/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6384168304448,-84.4501185560894,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE86,86,86/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6405769992544,-84.4482563870313,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE87,87,87/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6425894375223,-84.4478123255839,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE88,88,88/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.643399691656,-84.4443464731196,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE89,89,89/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.644567279431,-84.4419343831218,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE90,90,90/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6439579370363,-84.4377451355147,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE91,91,91/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6321678331737,-84.4489808917574,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE92,92,92/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6334429984429,-84.4464032868355,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE93,93,93/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.636185450002,-84.4461000664175,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE94,94,94/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6340424275174,-84.4399544606788,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE95,95,95/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6302880227173,-84.4389449934557,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE96,96,96/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6307904061283,-84.4349207419995,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE97,97,97/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6380704894012,-84.4425917657605,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE98,98,98/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.639872989541,-84.4398220180354,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE99,99,99/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6390019904492,-84.4363927943193,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE100,100,100/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6399123971256,-84.4338828240833,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE101,101,101/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.642201846837,-84.4303618120533,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE102,102,102/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6420948231568,-84.4267836627774,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE103,103,103/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6387972610146,-84.4270897555538,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE104,104,104/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6375853596361,-84.4246514893428,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE105,105,105/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6387085674703,-84.4214859824463,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE106,106,106/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6521204952849,-84.4107335662205,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE107,107,107/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.654948796903,-84.4148710330059,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE108,108,108/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6558002141154,-84.4115209789547,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE109,109,109/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6590876279064,-84.4075117954734,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE110,110,110/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6607657757939,-84.4052530665788,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE111,111,111/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6620561747997,-84.40244304379,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE112,112,112/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.662118638368,-84.3979280602488,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE113,113,113/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6616855548293,-84.4107504970953,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE114,114,114/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6620310443859,-84.4228987698368,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE115,115,115/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.662065143964,-84.4198433203437,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE116,116,116/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6633471852029,-84.4166275206402,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE117,117,117/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6653612,-84.4145706,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE118,118,118/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6665738582457,-84.411408482176,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE119,119,119/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6656851901573,-84.4228993869516,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE120,120,120/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6666522726925,-84.4191214848252,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE121,121,121/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6686958115001,-84.4172051662883,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE122,122,122/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.66997916832,-84.4145444860586,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE123,123,123/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6695153564964,-84.4112156486224,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE124,124,124/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6703762447256,-84.4074329572353,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE125,125,125/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.667127365584,-84.4059743462784,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Prince Wind Energy Project,189,PWE126,126,126/126,1500,77,80,General Electric,GE 1.5SLE,2006,46.6667359689818,-84.4019708065423,NA,"[481], [482], [483], [484], [809]",ESRI
Ontario,Ontario,Proof Line,6.6,PRO1,1,1/4,1650,82,80,Vestas,V82-1.65,2009,43.1443418333293,-82.0210765642289,NA,"[485], [486]",ESRI
Ontario,Ontario,Proof Line,6.6,PRO2,2,2/4,1650,82,80,Vestas,V82-1.65,2009,43.1474897399434,-82.0271110797801,NA,"[485], [486]",ESRI
Ontario,Ontario,Proof Line,6.6,PRO3,3,3/4,1650,82,80,Vestas,V82-1.65,2009,43.154026960893,-82.0221694639436,NA,"[485], [486]",ESRI
Ontario,Ontario,Proof Line,6.6,PRO4,4,4/4,1650,82,80,Vestas,V82-1.65,2009,43.1565608587883,-82.0188778481421,NA,"[485], [486]",ESRI
Ontario,Ontario,Providence Bay,1.6,PRB1,1,1/2,800,48,76,Enercon,E48-800,2007,45.7288550201749,-82.2949895319493,NA,"[487], [488], [810]",ESRI
Ontario,Ontario,Providence Bay,1.6,PRB2,2,2/2,800,48,76,Enercon,E48-800,2007,45.7294754810241,-82.2914250787277,NA,"[487], [488], [810]",ESRI
Ontario,Ontario,Quixote One Wind Energy,2.3,QUI1,1,1/1,2300,92,85,Enercon,E92-2.35,2015,44.272992,-81.57912,NA,"[492], [493], [494], [811], [812]",Google Earth
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE1,1,1/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.3217049456293,-82.1422318220072,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE2,2,2/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.3159624240523,-82.1357258719004,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE3,3,3/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.320106478245,-82.1621596068209,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE4,4,4/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.3174183632703,-82.1595782584479,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE5,5,5/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.3102118087859,-82.1560643797689,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE6,6,6/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.3096842676961,-82.1458535679093,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE7,7,7/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.3060646309892,-82.1714786449164,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE8,8,8/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2966409401467,-82.163944466888,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE9,9,9/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.3038379781322,-82.1561743121075,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE10,10,10/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2936152711791,-82.1420483741936,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE11,11,11/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2837949254566,-82.1511662833328,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE12,12,12/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2817055741542,-82.1365051566786,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE13,13,13/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2771206698564,-82.1652011222574,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE14,14,14/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2660970687754,-82.1525913438512,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE15,15,15/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2716570694823,-82.1473895712654,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE16,16,16/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2591803901721,-82.1456103808702,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE17,17,17/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2678439151193,-82.135350043818,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE18,18,18/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2633720140103,-82.1115873975533,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE19,19,19/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2682203605943,-82.1066730601182,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE20,20,20/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2630281760689,-82.1840272143707,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE21,21,21/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2531731488561,-82.1770779762836,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE22,22,22/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2426664881242,-82.1669280193137,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE23,23,23/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2398500863402,-82.1633629891199,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE24,24,24/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2567965633625,-82.1969726117443,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE25,25,25/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2480059266934,-82.2066954550884,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE26,26,26/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.244002829674,-82.2132332223489,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE27,27,27/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2379665055922,-82.2014932530627,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE28,28,28/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2423791378706,-82.1938903685878,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE29,29,29/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2257203469625,-82.193952995394,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE30,30,30/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2308073334843,-82.1836402449998,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE31,31,31/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2232980712865,-82.2235767395359,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE32,32,32/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2212176669021,-82.2161013935297,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE33,33,33/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2148840870593,-82.2170261122077,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE34,34,34/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.3004830839399,-82.2038326819755,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE35,35,35/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2950838357047,-82.1898358977434,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE36,36,36/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2894839090177,-82.1801563184058,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE37,37,37/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2880601217484,-82.1754432225174,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE38,38,38/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2965802225844,-82.2334275416652,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE39,39,39/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2934158769915,-82.2148544590811,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE40,40,40/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2834649696194,-82.2042025180623,NA,"[502], [503], [504], [505], [813]",ESRI
Ontario,Ontario,Raleigh Wind Energy Centre,78,RWE41,41,41/52,1500,825,80,General Electric,GE 1.5XLE,2011,42.2762641696443,-82.1919031960761,NA,"[502], [503], [504], [505], [813]",ESRI
